Rank,Player,Club,Nationality,Points,Percent,Season,Winner,Winner Country,Winner Score,Finalist Score,Finalist,Finalist Country,Venue,Attendance,Meilleur Buteur,Pays buteur,Club buteur,buts
6,Anton Ondrus,Slovan Bratislava,Czechoslovakia,16,0.1231,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
7,Johan Cruijff,FC Barcelona,Netherlands,12,0.0923,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
7,Ivan Ćurković,AS Saint-Étienne,Yugoslavia,12,0.0923,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
9,Rainer Bonhof,Borussia Mönchengladbach,West Germany,9,0.0692,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
9,Gerd Müller,Bayern Munich,West Germany,9,0.0692,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
9,Marian Masny,Slovan Bratislava,Czechoslovakia,9,0.0692,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
12,Franco Causio,Juventus,Italy,7,0.0538,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
13,Berti Vogts,Borussia Mönchengladbach,West Germany,6,0.0462,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
14,Tibor Nyilasi,Ferencváros,Hungary,5,0.0385,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
15,Jaroslav Pollak,Košice,Czechoslovakia,4,0.0308,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
15,Roberto Bettega,Juventus,Italy,4,0.0308,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
15,Jürgen Croy,Sachsenring Zwickau,Germany (East),4,0.0308,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
15,Dudu Georgescu,Dinamo București,Romania,4,0.0308,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
19,Joachim Streich,Magdeburg,Germany (East),3,0.0231,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
19,Oleg Blokhin,Dynamo Kyiv,Soviet Union,3,0.0231,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
21,Gerard Janvion,AS Saint-Étienne,France,2,0.0154,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
21,Dieter Müller,1. FC Köln,West Germany,2,0.0154,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
21,Santillana,Real Madrid CF,Spain,2,0.0154,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
21,Benny Wendt,Tennis Borussia Berlin,Sweden,2,0.0154,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
21,Dominique Rocheteau,AS Saint-Étienne,France,2,0.0154,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
26,Dominique Bathenay,AS Saint-Étienne,France,1,0.0077,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
26,Ali Cemal,Trabzonspor,Turkey,1,0.0077,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
26,Jupp Heynckes,Borussia Mönchengladbach,West Germany,1,0.0077,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
26,Dino Zoff,Juventus,Italy,1,0.0077,1976,Bayern Munich,West Germany,1,0,Saint-Étienne,France,"Scotland Hampden Park, Glasgow","54,864",Jupp Heynckes,West Germany,Borussia Mönchengladbach,6
1,Allan Simonsen,Borussia Mönchengladbach,Denmark,74,0.5692,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
2,Kevin Keegan,Hamburger SV,England,71,0.5462,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
3,Michel Platini,AS Nancy,France,70,0.5385,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
4,Roberto Bettega,Juventus,Italy,39,0.3,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
5,Johan Cruijff,FC Barcelona,Netherlands,23,0.1769,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
6,Klaus Fischer,Schalke 04,West Germany,21,0.1615,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
7,Tibor Nyilasi,Ferencváros,Hungary,13,0.1,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
7,Rob Rensenbrink,Anderlecht,Netherlands,13,0.1,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
9,Dudu Georgescu,Dinamo București,Romania,6,0.0462,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
10,Emlyn Hughes,Liverpool,England,5,0.0385,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
10,Steve Heighway,Liverpool,Ireland,5,0.0385,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
10,Berti Vogts,Borussia Mönchengladbach,West Germany,5,0.0385,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
13,Dominique Bathenay,AS Saint-Étienne,France,4,0.0308,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
13,Trevor Brooking,West Ham United,England,4,0.0308,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
13,Anders Linderoth,Olympique Marseille,Sweden,4,0.0308,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
13,Ronnie Hellström,Kaiserslautern,Sweden,4,0.0308,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
13,Franco Causio,Juventus,Italy,4,0.0308,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
18,Ruud Krol,Ajax,Netherlands,3,0.0231,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
18,Marius Trésor,Olympique Marseille,France,3,0.0231,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
20,Rainer Bonhof,Borussia Mönchengladbach,West Germany,2,0.0154,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
20,Heinz Flohe,1. FC Köln,West Germany,2,0.0154,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
20,Ruud Geels,Ajax,Netherlands,2,0.0154,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
20,Dieter Müller,1. FC Köln,West Germany,2,0.0154,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
20,Peter Shilton,Nottingham Forest,England,2,0.0154,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
20,Pirri,Real Madrid CF,Spain,2,0.0154,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Giancarlo Antognoni,Fiorentina,Italy,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Jürgen Grabowski,Eintracht Frankfurt,West Germany,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Gerard Janvion,AS Saint-Étienne,France,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Ray Kennedy,Liverpool,England,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Hans Krankl,Rapid Wien,Austria,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Gordon McQueen,Leeds United,Scotland,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
26,Andras Toroczik,Ujpest Dozsa,Hungary,1,0.0077,1977,Liverpool,England,3,1,Borussia Mönchengladbach,West Germany,"Italy Stadio Olimpico, Rome","52,078",Gerd Müller,West Germany,Bayern Munich,5
1,Kevin Keegan,Hamburger SV,England,87,0.6692,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
2,Hans Krankl,FC Barcelona,Austria,81,0.6231,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
3,Rob Rensenbrink,Anderlecht,Netherlands,50,0.3846,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
4,Roberto Bettega,Juventus,Italy,28,0.2154,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
5,Paolo Rossi,Lanerossi Vicenza,Italy,23,0.1769,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
6,Ronnie Hellström,Kaiserslautern,Sweden,20,0.1538,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
6,Ruud Krol,Ajax,Netherlands,20,0.1538,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
8,Kenny Dalglish,Liverpool,Scotland,10,0.0769,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
8,Allan Simonsen,Borussia Mönchengladbach,Denmark,10,0.0769,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
10,Peter Shilton,Nottingham Forest,England,9,0.0692,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
11,Arie Haan,Anderlecht,Netherlands,7,0.0538,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
12,René van de Kerkhof,PSV Eindhoven,Netherlands,6,0.0462,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
13,Antonio Cabrini,Juventus,Italy,5,0.0385,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
13,Willy van de Kerkhof,PSV Eindhoven,Netherlands,5,0.0385,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
15,Johan Cruijff,FC Barcelona,Netherlands,4,0.0308,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
15,Graeme Souness,Liverpool,Scotland,4,0.0308,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
15,Zdenek Nehoda,Dukla Praha,Czechoslovakia,4,0.0308,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
18,Marian Masny,Slovan Bratislava,Czechoslovakia,3,0.0231,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
19,Archie Gemmill,Nottingham Forest,Scotland,2,0.0154,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
20,Marius Trésor,Olympique Marseille,France,2,0.0154,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,João Resende Alves,Benfica,Portugal,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Rainer Bonhof,Valencia,West Germany,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Zbigniew Boniek,Stal Mielec,Poland,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Franco Causio,Juventus,Italy,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Hansi Müller,VfB Stuttgart,West Germany,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Johan Neeskens,FC Barcelona,Netherlands,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Michel Platini,AS Nancy,France,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Karl-Heinz Rummenigge,Bayern Munich,West Germany,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Didier Six,Olympique Marseille,France,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
21,Francois Van Der Elst,Anderlecht,Belgium,1,0.0077,1978,Liverpool,England,1,0,Club Brugge,Belgium,"England Wembley Stadium, London","92,500",Allan Simonsen,Denmark,Borussia Mönchengladbach,5
1,Kevin Keegan,Hamburger SV,England,118,0.9077,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
2,Karl-Heinz Rummenigge,Bayern Munich,West Germany,52,0.4,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
3,Ruud Krol,Ajax,Netherlands,41,0.3154,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
4,Manfred Kaltz,Hamburger SV,West Germany,27,0.2077,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
5,Michel Platini,AS Saint-Étienne,France,23,0.1769,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
6,Paolo Rossi,Perugia,Italy,16,0.1231,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
7,Trevor Francis,Nottingham Forest,England,13,0.1,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
7,Liam Brady,Arsenal,Ireland,13,0.1,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
9,Zbigniew Boniek,Widzew Lodz,Poland,8,0.0615,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
9,Zdenek Nehoda,Dukla Praha,Czechoslovakia,8,0.0615,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
11,Kenny Dalglish,Liverpool,Scotland,7,0.0538,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
11,Allan Simonsen,FC Barcelona,Denmark,7,0.0538,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
13,Paul Breitner,Bayern Munich,West Germany,6,0.0462,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
13,Kees Kist,AZ Alkmaar,Netherlands,6,0.0462,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
15,Johnny Rep,AS Saint-Étienne,Netherlands,5,0.0385,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
15,Tony Woodcock,1. FC Köln,England,5,0.0385,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
15,Hans Krankl,FC Barcelona,Austria,5,0.0385,1979,Nottingham Forest,England,1,0,Malmö FF,Sweden,"West Germany Olympiastadion, Munich","57,500",Claudio Sulser,Swiss,Grasshopper Club Zurich,11
